,Name,Gender,DOB,Name Of Area,Pincode,Latitude ,Longitude
901,Aarav Mittal,Male,1981-07-16,Salisbury Park S.O,411037,18.48591,73.86715
902,Mohammad Chaudhary,Male,1998-12-23,Botanical Garden S.O (Pune),411003,18.56354,73.82588
903,Alisha Rai,Female,1997-08-07,Masulkar Colony S.O,411018,18.63374,73.8129
904,Mohammad Mehra,Male,1986-06-10,Govt. Polytechnic S.O,411016,18.530479999999997,73.83252
905,Ishita Chander,Female,1983-06-30,Hadapsar S.O,411028,18.50453,73.91255
906,Aahva Sai,Male,1995-01-03,Pimpri Waghire S.O,411017,18.60132,73.78156
907,Hiya Darsha,Female,1996-08-28,Guruwar Peth S.O,411042,18.505470000000003,73.85951
908,Saloni Jai,Female,1985-11-11,Guruwar Peth S.O,411042,18.505470000000003,73.85951
909,Atiksh Saxena,Male,1998-12-22,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876
910,Pranay Manohar,Male,1995-11-26,L.K. Path S.O,411003,18.54263,73.78494
911,Manan Nirmal,Male,1988-06-13,Nana Peth S.O,411002,18.510089999999998,73.85672
912,Aadiv Arun,Male,1997-09-07,Bhosarigoan S.O,411039,18.55284,73.95387
913,Kabir Nita,Male,1993-03-11,Dhankawadi S.O,411043,18.46554,73.8487
914,Alex Pawan,Male,1989-10-24,Narayan Peth S.O,411030,18.51553,73.8523
915,Rachit Aggarwal,Male,1981-10-11,Pune Cantt East S.O,411001,18.5364,73.89394
916,Mishka Neelam,Female,1995-12-03,Khadki Arsenel S.O,411003,18.56312,73.84433
917,Mishka Nagpal,Female,1982-08-04,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000001
918,Taahira Jai,Female,1996-07-18,Vidyanagar S.O (Pune),411032,18.55284,73.95387
919,Aadiv Ganesh,Male,1992-09-24,Thathawade B.O,411033,18.63172,73.73346
920,Anika Vijaya,Female,1983-05-22,Aundh T.S. S.O,411007,18.55144,73.82197
921,Raunak Shan,Male,1988-05-03,N I B M S.O,411048,18.47298,73.89421
922,Aaradhya Jindal,Female,2002-05-10,Vidyanagar S.O (Pune),411032,18.55284,73.95387
923,Mirai Anand,Female,1994-07-10,Dhanori B.O,411015,18.5844,73.88738000000001
924,Ayaan Rana,Male,1981-10-07,H.E. Factory S.O,411003,18.57295,73.86363
925,Kabir Manju,Male,1983-03-01,Lokmanyanagar S.O,411030,18.50825,73.84405
926,Larisa Rai,Female,1991-01-08,Hadapsar S.O,411028,18.50453,73.91255
927,Mayra Chaudhary,Female,2002-05-14,Pune New Bazar S.O,411001,18.53446,73.88304000000001
928,Aahva Charan,Male,1991-05-31,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876
929,Anushka Chakrabarti,Female,1993-07-18,Bhusari Colony S.O,411038,18.50956,73.79646
930,Aarav Mehra,Male,1985-11-09,Khadki Bazar S.O,411003,18.56312,73.84433
931,Prisha Nigam,Female,1998-04-05,Pune Cantt East S.O,411001,18.5364,73.89394
932,Alisha Raji,Female,1999-08-25,Guruwar Peth S.O,411042,18.505470000000003,73.85951
933,Kabir Raman,Male,2002-04-08,Pune New Bazar S.O,411001,18.53446,73.88304000000001
934,Kaia Chander,Female,1996-12-27,Aundh T.S. S.O,411007,18.55144,73.82197
935,Nirav Jai,Male,1995-02-04,Khondhwa KH B.O,411048,18.45756,73.89339
936,Anushka Nita,Female,1998-01-28,Dapodi Bazar S.O,411012,18.57995,73.82783
937,Kimaya Dutta,Female,1991-11-28,Lokmanyanagar S.O,411030,18.50825,73.84405
938,Anika Tyagi,Female,2003-07-11,M.Phulenagar S.O,411019,28.5779,77.31541
939,Bhuv Nara,Male,1988-03-19,Kondhwa BK B.O,411048,18.48028,73.89846999999999
940,Nehrika Sen,Female,2002-10-06,Aundh T.S. S.O,411007,18.55144,73.82197
941,Naitee Charan,Female,2000-08-31,Kasba Peth S.O,411011,18.5242,73.8578
942,Kabir Gandhi,Male,1996-01-04,Nehrunagar S.O (Pune),411018,18.62728,73.8388
943,Aarav Shan,Male,1987-11-06,N.I.A. S.O,411045,18.55284,73.95387
944,Sahana Mati,Female,1987-05-02,Swargate Chowk S.O,411042,18.506970000000003,73.87119
945,Viti Mittal,Female,1989-11-22,Dighi Camp S.O,411015,18.55284,73.95387
946,Ved Rajagopal,Male,1986-06-12,Yerwada T.S. S.O,411006,18.54429,73.87986
947,Kahaan Uddin,Male,1996-02-09,P.C.N.T. S.O,411044,18.6554,73.76124
948,Sadhil Subram,Male,1998-02-01,Airport S.O (Pune),411032,18.57956,73.88954
949,Anaisha Shan,Female,1981-07-13,Chinchwadga0n S.O,411033,18.55284,73.95387
950,Pavati Vijaya,Female,1986-04-16,Yamunanagar S.O,411044,18.60589,73.76143
951,Rishit Rajan,Male,1993-08-17,Dapodi Bazar S.O,411012,18.57995,73.82783
952,Carina Raje,Female,1981-12-07,Masulkar Colony S.O,411018,18.63374,73.8129
953,Rachit Srini,Male,1987-08-29,Mundhva B.O,411036,18.53135,73.91478000000001
954,Ishita Neela,Female,1983-12-16,Hadapsar S.O,411028,18.50453,73.91255
955,Ishana Chande,Female,1999-10-07,Sachapir Street S.O,411001,18.51141,73.87791999999999
956,Adhira Ganesh,Female,1989-06-16,S.S.C.Exam Board S.O,411005,18.53245,73.84654
957,Rachit Mahajan,Male,1981-04-10,S.S.C.Exam Board S.O,411005,18.53245,73.84654
958,Alex Sen,Male,2002-08-31,Talwade B.O,412114,18.501060600000002,73.5137584
959,Adhira Anand,Female,2001-03-25,Kasarwadi S.O,411034,18.60373,73.82221
960,Sahana Rajan,Female,1999-10-14,Wanowarie S.O,411040,18.494770000000003,73.90127
961,Alex Srivas,Male,1984-04-30,Hadpsar I.E. S.O,411013,18.50453,73.91255
962,Naksh Aggarwal,Male,2003-06-23,Akurdi S.O,411035,18.76572,73.68905
963,Rohan Mati,Male,2002-03-30,Sasanenagar S.O,411028,18.4747,73.93157
964,Navya Pawan,Female,2001-04-17,Dhankawadi S.O,411043,18.46554,73.8487
965,Idhant Lalit,Male,2001-11-10,Ammunition Factory Khadki S.O,411003,18.57295,73.86363
966,Mayra Rai,Female,1995-08-13,Kapad Ganj S.O,411002,18.51378,73.86019
967,Pranay Bhat,Male,1984-10-30,N.W. College S.O,411001,18.53446,73.88304000000001
968,Carina Narayan,Female,1997-12-22,Yerwada S.O,411006,18.56318,73.87742
969,Parv Manohar,Male,1995-04-23,Pune New Bazar S.O,411001,18.53446,73.88304000000001
970,Kashvi Patel,Female,1995-09-30,Khadki Arsenel S.O,411003,18.56312,73.84433
971,Shrishti Gandhi,Female,1990-07-12,AFMC S.O,411040,18.49267,73.90352
972,Saloni Tyagi,Female,1992-07-20,Mundhva B.O,411036,18.53135,73.91478000000001
973,Nehrika Sudha,Female,1987-02-06,Kondhwa BK B.O,411048,18.48028,73.89846999999999
974,Asmee Sara,Female,2003-12-10,Botanical Garden S.O (Pune),411003,18.56354,73.82588
975,Saloni Jindal,Female,2001-10-13,Thathawade B.O,411033,18.63172,73.73346
976,Adah Raje,Female,1981-01-19,Wanowarie S.O,411040,18.494770000000003,73.90127
977,Sneha Bhat,Female,1981-12-07,Talwade B.O,412114,18.501060600000002,73.5137584
978,Vihaan Mittal,Male,1985-12-29,Swargate S.O,411042,18.506970000000003,73.87119
979,Rachit Jana,Male,1984-01-25,Pune H.O,411001,18.5358,73.891
980,Dasya Punj,Male,2002-05-26,Sasanenagar S.O,411028,18.4747,73.93157
981,Hem Raji,Male,2002-05-25,Sadashiv Peth S.O,411030,18.50825,73.84405
982,Amoli Lal,Female,1992-05-12,Kasarwadi S.O,411034,18.60373,73.82221
983,Neysa Chandra,Female,1982-12-01,Talwade B.O,412114,18.501060600000002,73.5137584
984,Mahika Malik,Female,2002-11-23,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876
985,Hiya Subramani,Female,1998-10-25,Thathawade B.O,411033,18.63172,73.73346
986,Raj Meena,Male,1992-02-18,Bhavani Peth S.O,411042,18.506970000000003,73.87119
987,Aadiv Prasad,Male,1996-04-08,Khadki Bazar S.O,411003,18.56312,73.84433
988,Nimit Chauhan,Male,1982-10-11,Bhusari Colony S.O,411038,18.50956,73.79646
989,Larisa Mehta,Female,1988-07-21,Swargate Chowk S.O,411042,18.506970000000003,73.87119
990,Pavati Bhat,Female,1994-12-20,Ganeshkhind S.O,411007,18.55144,73.82197
991,Keya Mittal,Female,1995-08-15,Shukrawar Peth S.O (Pune),411002,18.510089999999998,73.85672
992,Gian Pawan,Male,1991-11-03,Khondhwa KH B.O,411048,18.45756,73.89339
993,Akanksh Persaud,Male,1994-07-19,Bhosarigoan S.O,411039,18.55284,73.95387
994,Reyansh Swami,Male,1988-06-13,Hadpsar I.E. S.O,411013,18.50453,73.91255
995,Rudra Kumar,Male,1991-04-11,Raviwar Peth S.O,411002,18.517689999999998,73.86014
996,Taksh Sethi,Male,1995-11-01,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000001
997,Hem Mati,Male,2002-11-29,Market Yard S.O (Pune),411037,18.48193,73.87425
998,Adah Rajagopal,Female,1992-02-16,Kalewadi B.O,411017,18.618920000000003,73.79878000000001
999,Ishita Samuel,Female,1996-11-15,Khadki Arsenel S.O,411003,18.56312,73.84433
1000,Jash Nath,Male,1995-07-15,Dr.B.A. Chowk S.O,411001,18.52484,73.87657
1001,Pranay Ganesh,Male,1999-09-08,Vadgaon Budruk S.O,411041,18.45823,73.81821
1002,Joseph Rajan,Male,1996-12-21,Dhankawadi S.O,411043,18.46554,73.8487
1003,Keya Dutta,Female,1992-12-31,Sasanenagar S.O,411028,18.4747,73.93157
1004,Anika Narang,Female,1989-04-18,Yerwada S.O,411006,18.56318,73.87742
1005,Rushil Charan,Male,1995-05-12,Vidyanagar S.O (Pune),411032,18.55284,73.95387
1006,Ishank Veer,Male,1982-10-09,S.S.C.Exam Board S.O,411005,18.53245,73.84654
1007,Bhuv Neela,Male,1984-04-08,N.I.A. S.O,411045,18.55284,73.95387
1008,Aaradhya Narang,Female,1991-11-05,M.Phulenagar S.O,411019,28.5779,77.31541
1009,Parv Srivastav,Male,1990-04-02,Bhosarigoan S.O,411039,18.55284,73.95387
1010,Pranay Pal,Male,1983-03-19,Anandnagar S.O (Pune),411051,18.62981,73.84746
1011,Sneha Verma,Female,1994-08-11,Khadki S.O,411003,18.56312,73.84433
1012,Mishka Srivas,Female,1995-01-31,Iaf Station S.O,411032,18.55284,73.95387
1013,Ishita Lalit,Female,1992-10-07,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000001
1014,Ananya Shan,Female,1987-03-17,Pune City H.O,411002,18.51377,73.85991
1015,Ishank Anand,Male,1995-02-02,Govt. Polytechnic S.O,411016,18.530479999999997,73.83252
1016,Aahva Samuel,Male,1984-11-03,M.Phulenagar S.O,411019,28.5779,77.31541
1017,Pranay Saxena,Male,1994-12-04,Pune Cantt East S.O,411001,18.5364,73.89394
1018,Kashvi Jindal,Female,1984-08-12,Sadashiv Peth S.O,411030,18.50825,73.84405
1019,Gian Naran,Male,1997-04-23,Botanical Garden S.O (Pune),411003,18.56354,73.82588
1020,Adah Raman,Female,1989-07-12,Pimpri Waghire S.O,411017,18.60132,73.78156
1021,Rishaan Saini,Male,1987-10-23,Range Hills S.O,411020,18.57462,73.82788000000001
1022,Rachit Verma,Male,1993-06-16,Dr.B.A. Chowk S.O,411001,18.52484,73.87657
1023,Adhira Rajan,Female,1989-07-25,Yerwada T.S. S.O,411006,18.54429,73.87986
1024,Kabir Chauhan,Male,1988-08-13,Ganeshkhind S.O,411007,18.55144,73.82197
1025,Kairav Sahni,Male,1986-03-07,AFMC S.O,411040,18.49267,73.90352
1026,Tanvi Arun,Female,1985-12-06,Katraj S.O,411046,18.45938,73.86667
1027,Joseph Saini,Male,2002-09-11,Model Colony S.O,411016,18.52906,73.83811
1028,Rishaan Nirmal,Male,1999-03-21,N.C.L. Pune S.O,411008,18.536579999999997,73.7989
1029,Carina Sai,Female,1981-12-06,Katraj S.O,411046,18.45938,73.86667
1030,Neysa Roy,Female,2003-05-12,Bhosarigoan S.O,411039,18.55284,73.95387
1031,Kabir Joshi,Male,1984-07-01,Guruwar Peth S.O,411042,18.505470000000003,73.85951
1032,Nirav Arun,Male,1986-09-09,Chinchwad East S.O,411019,18.62815,73.8318
1033,Rudra Vijaya,Male,1992-07-04,M.Phulenagar S.O,411019,28.5779,77.31541
1034,Nehrika Arun,Female,1990-02-27,Thathawade B.O,411033,18.63172,73.73346
1035,Naksh Joshi,Male,2001-01-16,Khadki Bazar S.O,411003,18.56312,73.84433
1036,Kaia Raje,Female,1991-04-13,Dhanori B.O,411015,18.5844,73.88738000000001
1037,Ira Subramani,Female,2001-10-16,Airport S.O (Pune),411032,18.57956,73.88954
1038,Mahika Madan,Female,1991-05-27,Mohamadwadi S.O,411060,18.47335,73.90957
1039,Dasya Jindal,Male,1992-05-18,Talwade B.O,412114,18.501060600000002,73.5137584
1040,Raunak Subramani,Male,1990-10-07,Ex. Serviceman Colony S.O,411038,18.48029,73.79853
1041,Anushka Charan,Female,2003-08-05,Khadki Arsenel S.O,411003,18.56312,73.84433
1042,Aarav Sethi,Male,1991-03-26,Masulkar Colony S.O,411018,18.63374,73.8129
1043,Viti Kumar,Female,2000-01-29,Salisbury Park S.O,411037,18.48591,73.86715
1044,Atiksh Vish,Male,2002-07-27,Chinchwad East S.O,411019,18.62815,73.8318
1045,Luv Mittal,Male,1991-06-13,Iaf Station S.O,411032,18.55284,73.95387
1046,Kaia Swami,Female,2001-09-30,S.S.C.Exam Board S.O,411005,18.53245,73.84654
1047,Mohammad Chakrabarti,Male,1993-08-06,Mundhva B.O,411036,18.53135,73.91478000000001
1048,Nehrika Samuel,Female,1991-08-21,Mundhva AV S.O,411036,18.53135,73.91478000000001
1049,Rebecca Krishnamurthy,Female,1997-01-15,Indrayaninagar S.O,411026,18.62923,73.83431999999999
1050,Jash Sai,Male,1985-06-05,P.C.N.T. S.O,411044,18.6554,73.76124
1051,Saisha Srivastava,Female,1982-11-07,Salisbury Park S.O,411037,18.48591,73.86715
1052,Parv Madan,Male,2001-06-09,Pimpri Waghire S.O,411017,18.60132,73.78156
1053,Luv Nagpal,Male,1984-08-04,Bhavani Peth S.O,411042,18.506970000000003,73.87119
1054,Taksh Arun,Male,1987-03-03,Pune H.O,411001,18.5358,73.891
1055,Taksh Muthu,Male,2002-08-29,Pimpri Colony S.O,411017,18.60755,73.78615
1056,Zara Rana,Female,1984-11-06,Bibvewadi S.O,411037,18.48337,73.85561
1057,Atiksh Chander,Male,1984-04-10,Guruwar Peth S.O,411042,18.505470000000003,73.85951
1058,Keya Engineer,Female,1986-06-09,Bajirao Road S.O,411002,18.50995,73.85375
1059,Ranbir Goel,Male,1990-10-06,Bhavani Peth S.O,411042,18.506970000000003,73.87119
1060,Ishank Kumar,Male,1995-02-28,Kasarwadi S.O,411034,18.60373,73.82221
1061,Laksh Sai,Male,1993-06-16,Deccan Gymkhana S.O,411004,18.518060000000002,73.83615
1062,Prisha Engineer,Female,1991-04-23,Vishrantwadi S.O,411015,18.60226,73.89806
1063,Adah Aggarwal,Female,1997-10-11,Yamunanagar S.O,411044,18.60589,73.76143
1064,Kairav Mati,Male,1985-02-08,Ammunition Factory Khadki S.O,411003,18.57295,73.86363
1065,Neysa Ganesh,Female,1999-03-11,Ghorpade Peth S.O,411042,18.50139,73.86309
1066,Aahva Veena,Male,2001-05-29,Chinchwadga0n S.O,411033,18.55284,73.95387
1067,Akanksh Sudha,Male,1987-05-18,Nehrunagar S.O (Pune),411018,18.62728,73.8388
1068,Shanaya Chandrasekar,Female,1998-12-07,Swargate S.O,411042,18.506970000000003,73.87119
1069,Viti Rai,Female,2000-09-12,Ex. Serviceman Colony S.O,411038,18.48029,73.79853
1070,Kevin Kishore,Male,1986-07-28,Botanical Garden S.O (Pune),411003,18.56354,73.82588
1071,Taahira Saxena,Female,1983-04-13,East Khadki S.O,411003,18.55499,73.86108
1072,Mahika Manju,Female,1995-12-10,Pimpri Colony S.O,411017,18.60755,73.78615
1073,Anushka Pawan,Female,1981-05-06,Khadki S.O,411003,18.56312,73.84433
1074,Kahaan Raji,Male,2000-06-05,Parvati S.O,411009,18.49631,73.85621
1075,Reyansh Chauhan,Male,1989-07-26,Bajirao Road S.O,411002,18.50995,73.85375
1076,Tanvi Mehra,Female,1981-09-20,T.V. Nagar S.O,411037,18.46135,73.86633
1077,Aaradhya Goel,Female,2000-02-07,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000001
1078,Alisha Prasad,Female,1994-04-02,N.I.A. S.O,411045,18.55284,73.95387
1079,Rohan Patel,Male,1996-09-03,Chinchwadgaon S.O,411033,18.63172,73.73346
1080,Anushka Meena,Female,1998-08-16,Navsahyadri S.O,411052,18.495279999999998,73.82775
1081,Aarav Naran,Male,1985-05-06,Bhosari I.E. S.O,411026,18.55284,73.95387
1082,Anant Raji,Male,1982-10-25,Ganeshkhind S.O,411007,18.55144,73.82197
1083,Viti Nara,Female,1992-02-26,Anandnagar S.O (Pune),411051,18.62981,73.84746
1084,Krisha Nita,Female,1985-12-10,Model Colony S.O,411016,18.52906,73.83811
1085,Sarthak Dhawan,Male,1986-02-06,Khadki Bazar S.O,411003,18.56312,73.84433
1086,Naksh Subramani,Male,1984-03-01,Baner Road S.O,411007,18.553829999999998,73.80216
1087,Nirav Uddin,Male,1993-08-30,C M E S.O,411031,18.58289,73.8098
1088,Idhant Mehra,Male,1984-04-22,Nehrunagar S.O (Pune),411018,18.62728,73.8388
1089,Rudra Krishnamurthy,Male,1988-08-17,Mangalwar Peth S.O (Pune),411011,18.5221,73.86273
1090,Rushil Tyagi,Male,1999-11-12,Khadki Arsenel S.O,411003,18.56312,73.84433
1091,Neysa Anand,Female,1987-07-28,Baner Road S.O,411007,18.553829999999998,73.80216
1092,Adah Sudha,Female,1987-12-05,Chinchwadgaon S.O,411033,18.63172,73.73346
1093,Naksh Arun,Male,2003-06-19,Hadapsar S.O,411028,18.50453,73.91255
1094,Sneha Arun,Female,1989-08-29,Bhavani Peth S.O,411042,18.506970000000003,73.87119
1095,Rushil Arun,Male,1989-07-13,Dapodi S.O,411012,18.57749,73.83138000000001
1096,Idhant Prasad,Male,1997-10-13,Bhavani Peth S.O,411042,18.506970000000003,73.87119
1097,Kairav Charan,Male,1983-06-30,Pune H.O,411001,18.5358,73.891
1098,Ishank Mittal,Male,1999-10-10,Vidyanagar S.O (Pune),411032,18.55284,73.95387
1099,Naksh Chauhan,Male,1984-04-28,Sangavi S.O,411027,18.57422,73.81781
1100,Nehrika Malhotra,Female,1992-02-20,Bajirao Road S.O,411002,18.50995,73.85375
1101,Shanaya Raman,Female,2003-08-31,Deccan Gymkhana S.O,411004,18.518060000000002,73.83615
1102,Nirav Chakrabarti,Male,1985-04-25,Raviwar Peth S.O,411002,18.517689999999998,73.86014
1103,Anika Chandrasekar,Female,1989-03-29,Swargate Chowk S.O,411042,18.506970000000003,73.87119
1104,Tanvi Mahajan,Female,1983-09-03,Srpf S.O,411022,18.501929999999998,73.91264
1105,Nimit Naran,Male,1984-09-27,Thergaon B.O,411033,18.63172,73.73346
1106,Ved Lata,Male,1992-07-13,East Khadki S.O,411003,18.55499,73.86108
1107,Anika Rajan,Female,1994-11-22,Raviwar Peth S.O,411002,18.517689999999998,73.86014
1108,Aarav Patel,Male,1983-08-30,Khadki Arsenel S.O,411003,18.56312,73.84433
1109,Akanksh Raman,Male,1984-12-17,East Khadki S.O,411003,18.55499,73.86108
1110,Anushka Nigam,Female,1984-05-25,Wanowarie S.O,411040,18.494770000000003,73.90127
1111,Sarthak Srivas,Male,1981-03-18,Swargate S.O,411042,18.506970000000003,73.87119
1112,Aadiv Suri,Male,1984-10-15,Nana Peth S.O,411002,18.510089999999998,73.85672
1113,Kimaya Chander,Female,2000-09-30,Airport S.O (Pune),411032,18.57956,73.88954
1114,Kimaya Raji,Female,1981-02-24,Chinchwad East S.O,411019,18.62815,73.8318
1115,Zara Mati,Female,2003-04-15,Katraj S.O,411046,18.45938,73.86667
1116,Luv Nirmal,Male,1985-02-02,Shivaji Housing Society S.O,411016,18.52501,73.82303
1117,Asmee Raji,Female,1999-06-10,M.Phulenagar S.O,411019,28.5779,77.31541
1118,Mirai Kumar,Female,1992-06-14,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876
1119,Saloni Ganesh,Female,1995-07-07,Hadpsar I.E. S.O,411013,18.50453,73.91255
1120,Rudra Neelam,Male,1995-07-25,Pune R.S. S.O,411001,18.5114,73.87722
1121,Ryka Srini,Female,1988-11-09,Wanowarie S.O,411040,18.494770000000003,73.90127
1122,Pranay Subramani,Male,1994-02-05,Lohogaon S.O,411047,18.55284,73.95387
1123,Pahal Jindal,Male,1993-09-16,Bibvewadi S.O,411037,18.48337,73.85561
1124,Kevin Dutta,Male,1997-05-22,Sangavi S.O,411027,18.57422,73.81781
1125,Jash Sahni,Male,1987-04-17,Karvenagar S.O,411052,18.49,73.82244
1126,Shanaya Krishnamurthy,Female,1983-04-02,Kalewadi B.O,411017,18.618920000000003,73.79878000000001
1127,Raj Ganesh,Male,1997-12-31,Rashtra Bhasha Bhavan S.O,411030,18.509420000000002,73.84063
1128,Yash Krishnamurthy,Male,2001-11-08,P.C.N.T. S.O,411044,18.6554,73.76124
1129,Sahana Uddin,Female,1999-03-02,Airport S.O (Pune),411032,18.57956,73.88954
1130,Carina Malik,Female,1988-08-27,Khondhwa KH B.O,411048,18.45756,73.89339
1131,Carina Sehgal,Female,1985-03-08,Chinchwadga0n S.O,411033,18.55284,73.95387
1132,Sarthak Soni,Male,1990-05-16,Thathawade B.O,411033,18.63172,73.73346
1133,Aahva Saxena,Male,1985-01-13,Raviwar Peth S.O,411002,18.517689999999998,73.86014
1134,Gian Swami,Male,1998-05-15,Raviwar Peth S.O,411002,18.517689999999998,73.86014
1135,Sahana Persaud,Female,1983-05-02,Kasarwadi S.O,411034,18.60373,73.82221
1136,Naksh Persaud,Male,2000-04-28,Pimpri Colony S.O,411017,18.60755,73.78615
1137,Naksh Sethi,Male,1984-11-20,N.I.A. S.O,411045,18.55284,73.95387
1138,Parv Rajagopal,Male,1987-02-03,Wanowarie S.O,411040,18.494770000000003,73.90127
1139,Aadiv Mati,Male,1982-02-17,N I B M S.O,411048,18.47298,73.89421
1140,Naksh Swami,Male,1994-04-08,Khadakwasla R.S. S.O,411024,18.45597,73.78478
1141,Mohammad Dhawan,Male,1997-11-02,N.C.L. Pune S.O,411008,18.536579999999997,73.7989
1142,Larisa Nirmal,Female,2002-07-31,Chinchwadga0n S.O,411033,18.55284,73.95387
1143,Vivaan Ranga,Male,1994-01-26,Ghorpade Peth S.O,411042,18.50139,73.86309
1144,Keya Bhat,Female,2002-01-31,Sangavi S.O,411027,18.57422,73.81781
1145,Aahva Manohar,Male,1990-02-07,Mohamadwadi S.O,411060,18.47335,73.90957
1146,Alex Saini,Male,1986-09-15,Shivajinagar S.O (Pune),411005,18.520220000000002,73.84337
1147,Rishaan Pawan,Male,2000-03-16,Navsahyadri S.O,411052,18.495279999999998,73.82775
1148,Anaisha Rana,Female,1996-06-03,Raviwar Peth S.O,411002,18.517689999999998,73.86014
1149,Saloni Krishnamurthy,Female,1992-05-12,S.S.C.Exam Board S.O,411005,18.53245,73.84654
1150,Saloni Srivas,Female,1987-01-01,Aundh T.S. S.O,411007,18.55144,73.82197
1151,Ananya Aggarwal,Female,1982-02-05,Pune Cantt East S.O,411001,18.5364,73.89394
1152,Joseph Muthu,Male,1987-03-08,Pimpri P F S.O,411018,18.57571,73.81074
1153,Idhant Anand,Male,2001-03-14,Sangavi S.O,411027,18.57422,73.81781
1154,Raj Sandeep,Male,1986-05-16,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000001
1155,Avni Saxena,Female,1999-09-01,Khadakwasla R.S. S.O,411024,18.45597,73.78478
1156,Ishita Kishore,Female,1999-08-10,Deccan Gymkhana S.O,411004,18.518060000000002,73.83615
1157,Hiya Krishnamurthy,Female,1987-09-25,Khadki Arsenel S.O,411003,18.56312,73.84433
1158,Luv Neela,Male,1990-07-19,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876
1159,Ira Srivastava,Female,2000-05-30,Pimpri Colony S.O,411017,18.60755,73.78615
1160,Rudra Jindal,Male,1984-10-14,Hadapsar S.O,411028,18.50453,73.91255
1161,Rebecca Engineer,Female,1993-03-03,Yerwada T.S. S.O,411006,18.54429,73.87986
1162,Raunak Prasad,Male,1994-07-24,Botanical Garden S.O (Pune),411003,18.56354,73.82588
1163,Gian Sehgal,Male,1996-12-30,Kasarwadi S.O,411034,18.60373,73.82221
1164,Rachit Dhawan,Male,1985-09-19,A.R. Shala S.O,411004,18.518060000000002,73.83615
1165,Krisha Persaud,Female,1981-10-02,Thathawade B.O,411033,18.63172,73.73346
1166,Jay Subramani,Male,1988-10-30,Khadki S.O,411003,18.56312,73.84433
1167,Saisha Subram,Female,2000-12-20,East Khadki S.O,411003,18.55499,73.86108
1168,Nirav Meena,Male,1993-09-08,Shivajinagar S.O (Pune),411005,18.520220000000002,73.84337
1169,Ira Neela,Female,1994-01-21,Thathawade B.O,411033,18.63172,73.73346
1170,Sadhil Shan,Male,1997-09-08,Srpf S.O,411022,18.501929999999998,73.91264
1171,Zuber Jai,Male,2000-01-05,Kasarwadi S.O,411034,18.60373,73.82221
1172,Taarush Jana,Male,1991-08-28,Dapodi S.O,411012,18.57749,73.83138000000001
1173,Ira Sethi,Female,1984-05-06,Anandnagar S.O (Pune),411051,18.62981,73.84746
1174,Kaia Rana,Female,2002-07-27,Kondhwa Lh B.O,411048,18.48028,73.89846999999999
1175,Ananya Dutta,Female,2003-03-21,N I B M S.O,411048,18.47298,73.89421
1176,Rishaan Gandhi,Male,2001-01-15,Akurdi S.O,411035,18.76572,73.68905
1177,Rishit Srivas,Male,1997-02-08,Pune Cantt East S.O,411001,18.5364,73.89394
1178,Mirai Lalit,Female,2000-12-05,Karvenagar S.O,411052,18.49,73.82244
1179,Luv Manohar,Male,2000-06-25,Anandnagar S.O (Pune),411051,18.62981,73.84746
1180,Amoli Saxena,Female,1983-07-17,Sachapir Street S.O,411001,18.51141,73.87791999999999
1181,Carina Jai,Female,1988-10-06,Nana Peth S.O,411002,18.510089999999998,73.85672
1182,Alisha Chande,Female,2001-03-03,Pimpri Colony S.O,411017,18.60755,73.78615
1183,Mirai Lal,Female,1998-02-18,Yerwada T.S. S.O,411006,18.54429,73.87986
1184,Kashvi Saini,Female,1998-02-28,Sangavi S.O,411027,18.57422,73.81781
1185,Asmee Manju,Female,1998-11-12,Wakad B.O,411057,18.60557,73.76478
1186,Saisha Nirmal,Female,2000-10-15,Nana Peth S.O,411002,18.510089999999998,73.85672
1187,Kevin Arun,Male,1982-08-15,Botanical Garden S.O (Pune),411003,18.56354,73.82588
1188,Saisha Mehta,Female,1992-08-27,Rupeenagar S.O,412114,18.53325,73.89263000000001
1189,Joseph Malik,Male,2002-12-01,Rasta Peth S.O,411011,18.5242,73.8578
1190,Aadiv Sandeep,Male,1998-04-15,Bhusari Colony S.O,411038,18.50956,73.79646
1191,Aarav Verma,Male,1990-01-14,Vishrantwadi S.O,411015,18.60226,73.89806
1192,Asmee Puri,Female,1989-01-01,Wakad B.O,411057,18.60557,73.76478
1193,Shrishti Chauhan,Female,1992-10-29,Yerwada S.O,411006,18.56318,73.87742
1194,Nimit Nagpal,Male,1984-12-07,Mangalwar Peth S.O (Pune),411011,18.5221,73.86273
1195,Prisha Sai,Female,1982-07-23,A.R. Shala S.O,411004,18.518060000000002,73.83615
1196,Ayaan Swami,Male,1988-10-17,A.R. Shala S.O,411004,18.518060000000002,73.83615
